,SMSCG,NDOI,Tide
7/19/1966,1,7910.63828,8.25549984
7/20/1966,1,7822.525595,7.765300274
7/21/1966,1,7716.45017,7.207499981
7/22/1966,1,7594.04498,6.026100159
7/23/1966,1,7456.943003,5.593699932
7/24/1966,1,7306.777215,5.136500359
7/25/1966,1,7145.180591,5.63629961
7/26/1966,1,6973.78611,5.836099625
7/27/1966,1,6794.226746,6.28069973
7/28/1966,1,6608.135477,6.665100098
7/29/1966,1,6417.145279,6.881500244
7/30/1966,1,6222.889128,6.997700214
7/31/1966,1,6027,6.893599987
8/1/1966,1,5831.110872,6.700099945
8/2/1966,1,5636.854721,6.395599842
8/3/1966,1,5445.864523,5.764500141
8/4/1966,1,5259.773254,5.480000019
8/5/1966,1,5080.21389,4.716199875
8/6/1966,1,4908.819409,4.230900288
8/7/1966,1,4747.222785,3.743099928
8/8/1966,1,4597.056997,3.720700264
8/9/1966,1,4459.95502,4.316699982
8/10/1966,1,4337.54983,4.82159996
8/11/1966,1,4231.474405,5.265599728
8/12/1966,1,4143.36172,6.135400295
8/13/1966,1,4074.844752,6.97179985
8/14/1966,1,4027.556477,7.6802001
8/15/1966,1,4003.129871,8.151499748
8/16/1966,1,4000.044656,8.216300011
8/17/1966,1,4000.39302,7.743299961
8/18/1966,1,4001.06705,6.937700272
8/19/1966,1,4002.043061,6.29279995
8/20/1966,1,4003.297369,5.541100025
8/21/1966,1,4004.806288,5.381199837
8/22/1966,1,4006.546134,5.592400074
8/23/1966,1,4008.493222,5.712100029
8/24/1966,1,4010.623867,5.610599995
8/25/1966,1,4012.914385,5.810899734
8/26/1966,1,4015.34109,6.032299995
8/27/1966,1,4017.880298,6.227599621
8/28/1966,1,4020.508324,6.264900208
8/29/1966,1,4023.201484,6.157000065
8/30/1966,1,4025.936092,6.010499954
8/31/1966,1,4028.688463,5.497099876
9/1/1966,1,4031.434913,4.999899864
9/2/1966,1,4034.151757,4.476699829
9/3/1966,1,4036.815311,4.088900089
9/4/1966,1,4039.401888,3.985500097
9/5/1966,1,4041.887806,4.106599808
9/6/1966,1,4044.249378,4.333299637
9/7/1966,1,4046.46292,4.626199722
9/8/1966,1,4048.504747,5.090999603
9/9/1966,1,4050.351175,5.277200222
9/10/1966,1,4051.978518,6.016799927
9/11/1966,1,4053.363092,6.75880003
9/12/1966,1,4054.481212,7.302000046
9/13/1966,1,4055.309193,7.454299927
9/14/1966,1,4055.823351,7.103600025
9/15/1966,1,4056,6.496200085
9/16/1966,1,4055.823351,5.936599731
9/17/1966,1,4055.309193,6.184100151
9/18/1966,1,4054.481212,6.21999979
9/19/1966,1,4053.363092,5.93419981
9/20/1966,1,4051.978518,5.631000042
9/21/1966,1,4050.351175,5.338299751
9/22/1966,1,4048.504747,4.964300156
9/23/1966,1,4046.46292,5.141799927
9/24/1966,1,4044.249378,5.233200073
9/25/1966,1,4041.887806,5.276099682
9/26/1966,1,4039.401888,5.286900043
9/27/1966,1,4036.815311,5.193900108
9/28/1966,1,4034.151757,4.867599964
9/29/1966,1,4031.434913,4.539199829
9/30/1966,1,4028.688463,4.501300335
10/1/1966,1,4025.936092,4.857700348
10/2/1966,1,4023.201484,5.004399776
10/3/1966,1,4020.508324,5.104500294
10/4/1966,1,4017.880298,5.065999985
10/5/1966,1,4015.34109,5.021099567
10/6/1966,1,4012.914385,5.054399967
10/7/1966,1,4010.623867,5.223499775
10/8/1966,1,4008.493222,5.364300251
10/9/1966,1,4006.546134,5.749899864
10/10/1966,1,4004.806288,6.090900421
10/11/1966,1,4003.297369,6.160200119
10/12/1966,1,4002.043061,6.034900188
10/13/1966,1,4001.06705,5.973700047
10/14/1966,1,4000.39302,6.830999851
10/15/1966,1,4000.044656,7.263800144
10/16/1966,1,4001.135319,7.26309967
10/17/1966,1,4010.152366,6.95320034
10/18/1966,1,4028.01905,6.324500084
10/19/1966,1,4054.560681,5.597500324
10/20/1966,1,4089.602569,4.967400074
10/21/1966,1,4132.970026,4.54240036
10/22/1966,1,4184.488363,4.446199894
10/23/1966,1,4243.982889,4.588700294
10/24/1966,1,4311.278916,4.651500225
10/25/1966,1,4386.201754,4.516899586
10/26/1966,1,4468.576714,4.525000095
10/27/1966,1,4558.229107,4.863200188
10/28/1966,1,4654.984243,5.308200359
10/29/1966,1,4758.667433,5.818899632
10/30/1966,1,4869.103988,6.115399837
10/31/1966,1,4986.119218,6.224999905
11/1/1966,1,5109.538435,6.246799946
11/2/1966,1,5239.186948,6.103099823
11/3/1966,1,5374.890069,5.82790041
11/4/1966,1,5516.473109,5.539299965
11/5/1966,1,5663.761377,5.286099911
11/6/1966,1,5816.580184,5.0479002
11/7/1966,1,5974.754842,5.145900249
11/8/1966,1,6138.110661,5.533299923
11/9/1966,1,6306.472952,5.625299931
11/10/1966,1,6479.667025,6.389800072
11/11/1966,1,6657.518191,7.367599964
11/12/1966,1,6839.851761,7.851200104
11/13/1966,1,7026.493045,8.072199821
11/14/1966,1,7217.267355,7.770100117
11/15/1966,1,7412,7.139999866
11/16/1966,1,7657.890408,6.422399998
11/17/1966,1,7998.315086,5.583199978
11/18/1966,1,8427.364961,4.763100147
11/19/1966,1,8939.130964,4.361299515
11/20/1966,1,9527.704022,4.241300106
11/21/1966,1,10187.17507,4.181200027
11/22/1966,1,10911.63502,4.296000004
11/23/1966,1,11695.17482,4.248699665
11/24/1966,1,12531.88539,5.028400421
11/25/1966,1,13415.85767,5.713900089
11/26/1966,1,14341.18257,6.278599739
11/27/1966,1,15301.95103,6.815400124
11/28/1966,1,16292.25398,7.058599949
11/29/1966,1,17306.18234,7.249000072
11/30/1966,1,18337.82705,7.216400146
12/1/1966,1,19381.27903,6.906699657
12/2/1966,1,20430.62922,6.395199776
12/3/1966,1,21479.96854,5.732599735
12/4/1966,1,22523.38792,5.047499657
12/5/1966,1,23554.97829,4.946499825
12/6/1966,1,24568.83058,4.836000443
12/7/1966,1,25559.03571,5.184300423
12/8/1966,1,26519.68463,6.367799759
12/9/1966,1,27444.86824,7.259900093
12/10/1966,1,28328.6775,7.907700062
12/11/1966,1,29165.20332,8.235300064
12/12/1966,1,29948.53663,8.096400261
12/13/1966,1,30672.76836,7.721500397
12/14/1966,1,31331.98944,7.213399887
12/15/1966,1,31920.2908,6.443699837
12/16/1966,1,32440.96239,5.5145998
12/17/1966,1,32945.43968,4.60130024
12/18/1966,1,33442.50809,4.188499928
12/19/1966,1,33931.99297,3.849900007
12/20/1966,1,34413.71966,3.519000053
12/21/1966,1,34887.51351,3.752399921
12/22/1966,1,35353.19985,4.554900169
12/23/1966,1,35810.60404,5.397400379
12/24/1966,1,36259.5514,6.058900356
12/25/1966,1,36699.86729,6.84499979
12/26/1966,1,37131.37705,7.347199917
12/27/1966,1,37553.90602,7.74489975
12/28/1966,1,37967.27954,7.983700275
12/29/1966,1,38371.32296,7.832999706
12/30/1966,1,38765.86162,7.288400173
12/31/1966,1,39150.72085,6.559299946
1/1/1967,1,39525.72602,5.494299889
1/2/1967,1,39890.70245,5.019599915
1/3/1967,1,40245.47549,4.651000023
1/4/1967,1,40589.87048,4.969099998
1/5/1967,1,40923.71276,5.913000107
1/6/1967,1,41246.82769,6.677800179
1/7/1967,1,41559.04059,7.356299877
1/8/1967,1,41860.17682,7.748800278
1/9/1967,1,42150.06172,7.815199852
1/10/1967,1,42428.52062,7.608799934
1/11/1967,1,42695.37887,7.404799938
1/12/1967,1,42950.46182,6.860799789
1/13/1967,1,43193.59481,6.125199795
1/14/1967,1,43424.60318,5.335000038
1/15/1967,1,43643.31227,4.306900024
1/16/1967,1,43850.12258,3.900700092
1/17/1967,1,44048.52015,3.382400036
1/18/1967,1,44239.44154,3.206800222
1/19/1967,1,44423.27143,3.82460022
1/20/1967,1,44600.39453,4.553899765
1/21/1967,1,44771.19552,5.36289978
1/22/1967,1,44936.05912,6.17509985
1/23/1967,1,45095.37,6.882200241
1/24/1967,1,45249.51288,7.553299904
1/25/1967,1,45398.87244,8.08010006
1/26/1967,1,45543.83338,8.179300308
1/27/1967,1,45684.7804,7.826800346
1/28/1967,1,45822.09819,7.125500202
1/29/1967,1,45956.17146,6.013000011
1/30/1967,1,46087.38489,5.201999664
1/31/1967,1,46216.12319,4.616000175
2/1/1967,1,46342.77105,5.020599842
2/2/1967,1,46467.71316,5.591499805
2/3/1967,1,46591.33423,6.081399918
2/4/1967,1,46714.01894,6.49630022
2/5/1967,1,46836.152,6.822000027
2/6/1967,1,46958.11811,7.006999969
2/7/1967,1,47080.30195,6.964099884
2/8/1967,1,47203.08822,6.939200401
2/9/1967,1,47326.86163,6.649400234
2/10/1967,1,47452.00686,6.125999928
2/11/1967,1,47578.90862,5.453299999
2/12/1967,1,47707.9516,4.631400108
2/13/1967,1,47839.52049,3.995399952
2/14/1967,1,47974,3.482900143
2/15/1967,1,48113.87255,3.46239996
2/16/1967,1,48260.79851,3.66410017
2/17/1967,1,48413.92947,4.012000084
2/18/1967,1,48572.41699,4.53069973
2/19/1967,1,48735.41268,5.187999725
2/20/1967,1,48902.06811,5.934000015
2/21/1967,1,49071.53487,6.755199909
2/22/1967,1,49242.96455,7.423699856
2/23/1967,1,49415.50872,7.709400177
2/24/1967,1,49588.31897,7.627799988
2/25/1967,1,49760.54689,7.081999779
2/26/1967,1,49931.34407,6.024099827
2/27/1967,1,50099.86208,5.316599846
2/28/1967,1,50265.25251,5.5479002
3/1/1967,1,50426.66694,5.71999979
3/2/1967,1,50583.25697,5.704199791
3/3/1967,1,50734.17416,5.715199947
3/4/1967,1,50878.57012,5.712600231
3/5/1967,1,51015.59642,5.771800041
3/6/1967,1,51144.40465,5.903100014
3/7/1967,1,51264.14639,5.94810009
3/8/1967,1,51373.97322,5.993599892
3/9/1967,1,51473.03674,5.852200031
3/10/1967,1,51560.48852,5.536200047
3/11/1967,1,51635.48015,4.899799824
3/12/1967,1,51697.16322,4.328299999
3/13/1967,1,51744.68931,3.942700148
3/14/1967,1,51777.20999,4.248400211
3/15/1967,1,51793.87687,4.332300186
3/16/1967,1,51795.79465,4.394099712
3/17/1967,1,51794.16542,4.355600357
3/18/1967,1,51790.9416,4.429399967
3/19/1967,1,51786.15933,4.656000137
3/20/1967,1,51779.85474,5.066400051
3/21/1967,1,51772.06398,5.681300163
3/22/1967,1,51762.82319,6.240300179
3/23/1967,1,51752.1685,6.587599754
3/24/1967,1,51740.13607,6.666600227
3/25/1967,1,51726.76203,6.26060009
3/26/1967,1,51712.08251,5.889400005
3/27/1967,1,51696.13367,6.356399536
3/28/1967,1,51678.95164,6.689100266
3/29/1967,1,51660.57256,6.848800182
3/30/1967,1,51641.03257,6.633600235
3/31/1967,1,51620.36782,6.153699875
4/1/1967,1,51598.61444,5.616500378
4/2/1967,1,51575.80857,5.195499897
4/3/1967,1,51551.98636,4.970300198
4/4/1967,1,51527.18394,4.903800011
4/5/1967,1,51501.43746,4.884200096
4/6/1967,1,51474.78305,4.697400093
4/7/1967,1,51447.25687,4.659900188
4/8/1967,1,51418.89503,4.386800289
4/9/1967,1,51389.7337,4.567200184
4/10/1967,1,51359.809,4.921700001
4/11/1967,1,51329.15708,5.269200325
4/12/1967,1,51297.81408,5.286399841
4/13/1967,1,51265.81614,5.413499832
4/14/1967,1,51233.1994,5.378899574
4/15/1967,1,51200,5.188199997
4/16/1967,1,51161.45762,5.005400181
4/17/1967,1,51113.10424,4.952600002
4/18/1967,1,51055.41444,5.045899868
4/19/1967,1,50988.86279,5.200600147
4/20/1967,1,50913.92389,5.407999992
4/21/1967,1,50831.0723,5.572500229
4/22/1967,1,50740.78261,5.63929987
4/23/1967,1,50643.5294,6.429100037
4/24/1967,1,50539.78724,7.290200233
4/25/1967,1,50430.03073,7.74450016
4/26/1967,1,50314.73444,7.624699593
4/27/1967,1,50194.37295,7.552000046
4/28/1967,1,50069.42084,7.019199848
4/29/1967,1,49940.35269,6.248099804
4/30/1967,1,49807.64309,5.447100163
5/1/1967,1,49671.7666,4.727099895
5/2/1967,1,49533.19782,4.662400246
5/3/1967,1,49392.41132,4.561100006
5/4/1967,1,49249.88169,4.506100178
5/5/1967,1,49106.0835,4.245299816
5/6/1967,1,48961.49133,4.546800137
5/7/1967,1,48816.57976,5.139699936
5/8/1967,1,48671.82338,5.568500042
5/9/1967,1,48527.69677,6.014900208
5/10/1967,1,48384.6745,6.172100067
5/11/1967,1,48243.23116,6.298000336
5/12/1967,1,48103.84132,6.167600155
5/13/1967,1,47966.97957,6.1656003
5/14/1967,1,47833.12048,5.919199944
5/15/1967,1,47702.73864,5.601099968
5/16/1967,1,47576.43932,5.210499763
5/17/1967,1,47455.07585,5.068699837
5/18/1967,1,47338.21748,5.187200069
5/19/1967,1,47225.25776,5.288700104
5/20/1967,1,47115.59021,5.451900005
5/21/1967,1,47008.60837,6.616999626
5/22/1967,1,46903.70577,7.637000084
5/23/1967,1,46800.27595,8.167099953
5/24/1967,1,46697.71243,8.276199341
5/25/1967,1,46595.40874,8.080600739
5/26/1967,1,46492.75843,7.631099701
5/27/1967,1,46389.15502,7.184299946
5/28/1967,1,46283.99205,6.275300026
5/29/1967,1,46176.66304,5.312400341
5/30/1967,1,46066.56154,4.776400089
5/31/1967,1,45953.08106,4.524999619
6/1/1967,1,45835.61515,4.238599777
6/2/1967,1,45713.55734,4.04129982
6/3/1967,1,45586.30116,4.464400291
6/4/1967,1,45453.24015,5.234499931
6/5/1967,1,45313.76783,5.790800095
6/6/1967,1,45167.27773,6.327000141
6/7/1967,1,45013.1634,6.674499989
6/8/1967,1,44850.81836,6.912400246
6/9/1967,1,44679.63614,7.020100117
6/10/1967,1,44499.01028,6.921700001
6/11/1967,1,44308.33432,6.773600101
6/12/1967,1,44107.00177,6.53249979
6/13/1967,1,43894.40618,5.960800171
6/14/1967,1,43669.94108,5.406799793
6/15/1967,1,43433,5.321899891
6/16/1967,1,43114.00997,5.115799904
6/17/1967,1,42650.5343,5.286399841
6/18/1967,1,42052.67091,6.482500076
6/19/1967,1,41330.51774,7.427100182
6/20/1967,1,40494.17273,8.00549984
6/21/1967,1,39553.73381,8.309200287
6/22/1967,1,38519.2989,8.280599594
6/23/1967,1,37400.96596,7.950600147
6/24/1967,1,36208.83291,7.255199909
6/25/1967,1,34952.99768,6.921199799
6/26/1967,1,33643.55821,6.015799999
6/27/1967,1,32290.61243,5.049499989
6/28/1967,1,30904.25828,4.60710001
6/29/1967,1,29494.59369,4.164500237
6/30/1967,1,28071.71659,3.734299898
7/1/1967,0,26645.72492,4.10710001
7/2/1967,0,25226.71661,4.772999763
7/3/1967,0,23824.7896,5.479199886
7/4/1967,0,22450.04182,6.098100185
7/5/1967,0,21112.57121,6.651400089
7/6/1967,0,19822.47569,7.114899635
7/7/1967,0,18589.8532,7.444900036
7/8/1967,0,17424.80168,7.504700184
7/9/1967,0,16337.41906,7.326900005
7/10/1967,0,15337.80327,7.130399704
7/11/1967,0,14436.05225,6.65719986
7/12/1967,0,13642.26393,5.719200134
7/13/1967,0,12966.53624,5.382599831
7/14/1967,0,12418.96713,5.008699894
7/15/1967,0,12009.65451,5.678299904
7/16/1967,0,11729.92085,6.077700138
7/17/1967,0,11473.5112,6.834400177
7/18/1967,0,11222.29265,7.386700153
7/19/1967,0,10976.49665,7.782999992
7/20/1967,0,10736.35467,7.885499954
7/21/1967,0,10502.09817,7.805799961
7/22/1967,0,10273.95862,7.382699966
7/23/1967,0,10052.16748,6.702300072
7/24/1967,0,9836.956214,6.325999737
7/25/1967,0,9628.556281,5.5072999
7/26/1967,0,9427.199148,4.589900017
7/27/1967,0,9233.116276,4.147199631
7/28/1967,0,9046.53913,3.532599926
7/29/1967,0,8867.699173,4.005700111
7/30/1967,0,8696.827867,4.320600033
7/31/1967,0,8534.156676,4.71600008
8/1/1967,0,8379.917063,5.354499817
8/2/1967,0,8234.340492,6.08550024
8/3/1967,0,8097.658425,6.723899841
8/4/1967,0,7970.102325,7.304599762
8/5/1967,0,7851.903657,7.580599785
8/6/1967,0,7743.293883,7.545100212
8/7/1967,0,7644.504467,7.274100304
8/8/1967,0,7555.766871,6.738500118
8/9/1967,0,7477.312559,5.989299774
8/10/1967,0,7409.372993,5.488099575
8/11/1967,0,7352.179638,5.194000244
8/12/1967,0,7305.963957,5.612100124
8/13/1967,0,7270.957412,6.038599968
8/14/1967,0,7247.391467,6.158400059
8/15/1967,0,7235.497585,6.575699806
8/16/1967,0,7236.028646,6.902400017
8/17/1967,0,7251.854323,7.079599857
8/18/1967,0,7282.474542,7.156400204
8/19/1967,0,7326.813337,6.92689991
8/20/1967,0,7383.794741,6.385200024
8/21/1967,0,7452.342786,5.852499962
8/22/1967,0,7531.381508,5.179600239
8/23/1967,0,7619.834938,4.555799961
8/24/1967,0,7716.62711,3.987799644
8/25/1967,0,7820.682057,3.77760005
8/26/1967,0,7930.923813,3.901200294
8/27/1967,0,8046.276411,4.100300312
8/28/1967,0,8165.663884,4.420099735
8/29/1967,0,8288.010265,4.573699951
8/30/1967,0,8412.239588,5.153800011
8/31/1967,0,8537.275887,5.897200108
9/1/1967,1,8662.043193,6.579699993
9/2/1967,1,8785.465541,6.989699841
9/3/1967,1,8906.466964,7.165400028
9/4/1967,1,9023.971495,6.998700142
9/5/1967,1,9136.903168,6.303299904
9/6/1967,1,9244.186016,5.873900414
9/7/1967,1,9344.744071,5.668100357
9/8/1967,1,9437.501368,6.018000126
9/9/1967,1,9521.381939,6.105199814
9/10/1967,1,9595.309819,6.04640007
9/11/1967,1,9658.20904,5.97300005
9/12/1967,1,9709.003635,5.802899837
9/13/1967,1,9746.617638,5.970000267
9/14/1967,1,9769.975082,6.11439991
9/15/1967,1,9778,6.1875
9/16/1967,1,9774.310819,6.038199902
9/17/1967,1,9763.457085,5.66989994
9/18/1967,1,9745.759513,5.173500061
9/19/1967,1,9721.538817,4.722700119
9/20/1967,1,9691.115712,4.397199631
9/21/1967,1,9654.810911,4.589299679
9/22/1967,1,9612.94513,4.618400097
9/23/1967,1,9565.839082,4.562700272
9/24/1967,1,9513.813482,4.465499878
9/25/1967,1,9457.189045,4.368700027
9/26/1967,1,9396.286485,4.474600315
9/27/1967,1,9331.426515,4.715600014
9/28/1967,1,9262.929852,4.942800045
9/29/1967,1,9191.117208,5.456100464
9/30/1967,1,9116.309299,5.953400135
10/1/1967,1,9038.826838,6.222899914
10/2/1967,1,8958.990541,6.085400105
10/3/1967,1,8877.121121,5.859100342
10/4/1967,1,8793.539293,6.350299835
10/5/1967,1,8708.565772,7.052599907
10/6/1967,1,8622.521271,7.229300022
10/7/1967,1,8535.726505,7.035600185
10/8/1967,1,8448.502188,6.582399845
10/9/1967,1,8361.169036,6.038300037
10/10/1967,1,8274.047761,5.54460001
10/11/1967,1,8187.45908,5.069200039
10/12/1967,1,8101.723705,5.207400322
10/13/1967,1,8017.162352,5.103899956
10/14/1967,1,7934.095734,4.97660017
10/15/1967,1,7852.844567,4.987299919
10/16/1967,1,7772.228827,4.686299801
10/17/1967,1,7683.749108,4.975399971
10/18/1967,1,7586.696368,5.333200455
10/19/1967,1,7481.882782,5.538700104
10/20/1967,1,7370.120524,5.648600101
10/21/1967,1,7252.221768,5.625800133
10/22/1967,1,7128.998688,5.415699959
10/23/1967,1,7001.263457,5.119800091
10/24/1967,1,6869.828251,4.895999908
10/25/1967,1,6735.505243,4.754700184
10/26/1967,1,6599.106606,4.722499847
10/27/1967,1,6461.444516,4.704600334
10/28/1967,1,6323.331146,4.924699783
10/29/1967,1,6185.57867,5.114599705
10/30/1967,1,6048.999262,5.440299988
10/31/1967,1,5914.405096,6.16479969
11/1/1967,0,5782.608346,7.250100136
11/2/1967,0,5654.421186,8.014100075
11/3/1967,0,5530.655791,8.312299728
11/4/1967,0,5412.124334,8.201299667
11/5/1967,0,5299.638989,7.639400005
11/6/1967,0,5194.01193,6.815899849
11/7/1967,0,5096.055332,5.925000191
11/8/1967,0,5006.581368,5.109700203
11/9/1967,0,4926.402213,4.772200108
11/10/1967,0,4856.330039,4.722300053
11/11/1967,0,4797.177023,4.843299866
11/12/1967,0,4749.755336,4.606200218
11/13/1967,0,4714.877154,4.892199993
11/14/1967,0,4693.354651,5.388400078
11/15/1967,0,4686,5.861999989
11/16/1967,0,4688.294744,6.238799572
11/17/1967,0,4695.131358,6.367500305
11/18/1967,0,4706.438416,6.50880003
11/19/1967,0,4722.144491,6.373899937
11/20/1967,0,4742.178156,6.160099983
11/21/1967,0,4766.467986,5.894599915
11/22/1967,0,4794.942553,5.507900238
11/23/1967,0,4827.530431,5.062299728
11/24/1967,0,4864.160194,4.621700287
11/25/1967,0,4904.760415,4.610300064
11/26/1967,0,4949.259668,4.692200184
11/27/1967,0,4997.586525,5.038899899
11/28/1967,0,5049.669561,6.241899967
11/29/1967,0,5105.437349,7.409800053
11/30/1967,0,5164.818463,8.249799728
12/1/1967,1,5227.741475,8.823399544
12/2/1967,1,5294.13496,8.864600182
12/3/1967,1,5363.927491,8.429200172
12/4/1967,1,5437.047641,7.656899929
12/5/1967,1,5513.423984,6.712900162
12/6/1967,1,5592.985094,5.654500008
12/7/1967,1,5675.659543,4.834000111
12/8/1967,1,5761.375906,4.480199814
12/9/1967,1,5850.062755,4.099299908
12/10/1967,1,5941.648665,4.081200123
12/11/1967,1,6036.062209,4.621500015
12/12/1967,1,6133.23196,5.311999798
12/13/1967,1,6233.086491,5.827600002
12/14/1967,1,6335.554377,6.353000164
12/15/1967,1,6440.564191,6.663500309
12/16/1967,1,6554.212871,6.93239975
12/17/1967,1,6712.702976,7.046899796
12/18/1967,1,6920.250034,6.949899673
12/19/1967,1,7174.819408,6.850600243
12/20/1967,1,7474.37646,6.441699982
12/21/1967,1,7816.886555,5.756299973
12/22/1967,1,8200.315053,4.946499825
12/23/1967,1,8622.627319,4.691800117
12/24/1967,1,9081.788715,4.391700268
12/25/1967,1,9575.764604,4.624700069
12/26/1967,1,10102.52035,5.851500034
12/27/1967,1,10660.02131,6.91260004
12/28/1967,1,11246.23285,7.867800236
12/29/1967,1,11859.12034,8.528699875
12/30/1967,1,12496.64914,8.784000397
12/31/1967,1,13156.7846,8.614100456
1/1/1968,1,13837.4921,8.070500374
1/2/1968,1,14536.73699,7.421599865
1/3/1968,1,15252.48464,6.45389986
1/4/1968,1,15982.70041,5.239799976
1/5/1968,1,16725.34967,4.513199806
1/6/1968,1,17478.39777,3.965800047
1/7/1968,1,18239.81008,3.408200026
1/8/1968,1,19007.55196,4.002300262
1/9/1968,1,19779.58878,4.595300198
1/10/1968,1,20553.88589,5.196499825
1/11/1968,1,21328.40867,5.804600239
1/12/1968,1,22101.12247,6.280200005
1/13/1968,1,22869.99265,6.743599892
1/14/1968,1,23632.98459,7.155400276
1/15/1968,1,24388.06363,7.243799686
1/16/1968,1,25147.24599,7.363100052
1/17/1968,1,25990.38106,7.07490015
1/18/1968,1,26923.29812,6.431099892
1/19/1968,1,27937.50662,5.512900352
1/20/1968,1,29024.51599,4.863800049
1/21/1968,1,30175.83567,4.418800354
1/22/1968,1,31382.97511,4.575900078
1/23/1968,1,32637.44375,5.441400051
1/24/1968,1,33930.75104,6.280200005
1/25/1968,1,35254.4064,7.027999878
1/26/1968,1,36599.9193,7.629600048
1/27/1968,1,37958.79916,8.012700081
1/28/1968,1,39322.55543,8.091199875
1/29/1968,1,40682.69755,7.79279995
1/30/1968,1,42030.73497,7.40749979
1/31/1968,1,43358.17712,6.64620018
2/1/1968,1,44656.53345,5.631200314
2/2/1968,1,45917.3134,4.601399899
2/3/1968,1,47132.02641,3.999799967
2/4/1968,1,48292.18193,3.384500027
2/5/1968,1,49389.28939,3.660000324
2/6/1968,1,50414.85824,3.949699879
2/7/1968,1,51360.39792,4.340199947
2/8/1968,1,52217.41787,4.839900017
2/9/1968,1,52977.42753,5.394899845
2/10/1968,1,53631.93635,5.99090004
2/11/1968,1,54172.45377,6.59100008
2/12/1968,1,54590.48922,6.925600052
2/13/1968,1,54877.55216,7.210300446
2/14/1968,1,55025.15202,7.088200092
2/15/1968,1,55032.1635,6.617899895
2/16/1968,1,54939.25899,5.739099979
2/17/1968,1,54758.018,5.000400066
2/18/1968,1,54493.20719,4.792999744
2/19/1968,1,54149.59318,5.224200249
2/20/1968,1,53731.94263,5.517399788
2/21/1968,1,53245.02219,5.849200249
2/22/1968,1,52693.59849,6.188499928
2/23/1968,1,52082.43817,6.545800209
2/24/1968,1,51416.3079,6.866000175
2/25/1968,1,50699.9743,7.033199787
2/26/1968,1,49938.20402,6.931600094
2/27/1968,1,49135.76371,6.653399944
2/28/1968,1,48297.42,6.096899986
2/29/1968,1,47427.93956,5.383300304
3/1/1968,1,46532.08901,4.537399769
3/2/1968,1,45614.635,4.084799767
3/3/1968,1,44680.34419,4.196499825
3/4/1968,1,43733.9832,4.195999622
3/5/1968,1,42780.31869,4.122299671
3/6/1968,1,41824.1173,4.08920002
3/7/1968,1,40870.14568,4.18900013
3/8/1968,1,39923.17046,4.465499878
3/9/1968,1,38987.95829,4.937900066
3/10/1968,1,38069.27583,5.500900269
3/11/1968,1,37171.8897,5.996900082
3/12/1968,1,36300.56656,6.393600464
3/13/1968,1,35460.07305,6.360899925
3/14/1968,1,34655.17581,6.122600079
3/15/1968,1,33890.64149,5.570199966
3/16/1968,1,33159.76917,5.567299843
3/17/1968,1,32398.35565,6.123000145
3/18/1968,1,31599.27967,6.350199699
3/19/1968,1,30766.86927,6.40530014
3/20/1968,1,29905.45247,6.197999954
3/21/1968,1,29019.35731,5.939400196
3/22/1968,1,28112.91181,5.796199799
3/23/1968,1,27190.44401,5.743999958
3/24/1968,1,26256.28194,5.774999619
3/25/1968,1,25314.75363,5.743999958
3/26/1968,1,24370.18711,5.526400089
3/27/1968,1,23426.91041,4.990600109
3/28/1968,1,22489.25156,4.735199928
3/29/1968,1,21561.53859,4.743600368
3/30/1968,1,20648.09954,5.017699718
3/31/1968,1,19753.26243,5.015200138
4/1/1968,1,18881.3553,5.143899918
4/2/1968,1,18036.70617,5.030799866
4/3/1968,1,17223.64307,4.7572999
4/4/1968,1,16446.49405,4.477400303
4/5/1968,1,15709.58712,4.328199863
4/6/1968,1,15017.25032,4.355000019
4/7/1968,1,14373.81168,4.628799915
4/8/1968,1,13783.59923,4.957300186
4/9/1968,1,13250.941,5.150100231
4/10/1968,1,12780.16502,5.295400143
4/11/1968,1,12375.59933,5.349900246
4/12/1968,1,12041.57195,5.941800117
4/13/1968,1,11782.41091,6.802400112
4/14/1968,1,11602.44425,7.450799942
4/15/1968,1,11506,7.398599625
4/16/1968,1,11454.96673,7.55919981
4/17/1968,1,11408.16221,7.107899666
4/18/1968,1,11365.30827,6.474099636
4/19/1968,1,11326.12672,5.831799984
4/20/1968,1,11290.33937,5.289800167
4/21/1968,1,11257.66805,5.049399853
4/22/1968,1,11227.83458,5.072800159
4/23/1968,1,11200.56078,4.843800068
4/24/1968,1,11175.56845,4.672600269
4/25/1968,1,11152.57943,4.937599659
4/26/1968,1,11131.31553,5.385000229
4/27/1968,1,11111.49856,5.744800091
4/28/1968,1,11092.85036,5.852799892
4/29/1968,1,11075.09272,5.935600281
4/30/1968,1,11057.94748,5.754199982
5/1/1968,1,11041.13646,5.619600296
5/2/1968,1,11024.38146,5.386499882
5/3/1968,1,11007.40431,5.04640007
5/4/1968,1,10989.92683,4.728000164
5/5/1968,1,10971.67083,4.489599705
5/6/1968,1,10952.35814,4.538700104
5/7/1968,1,10931.71057,4.785600185
5/8/1968,1,10909.44994,4.890799999
5/9/1968,1,10885.29807,5.059599876
5/10/1968,1,10858.97678,6.334500313
5/11/1968,1,10830.20788,7.461600304
5/12/1968,1,10798.7132,8.229200363
5/13/1968,1,10764.21455,8.46780014
5/14/1968,1,10726.43375,8.293000221
5/15/1968,1,10685.09262,8.04129982
