,Emmaton,Jersey Point,Collinsville,Rock Slough,Antioch,Mallard,LosVaqueros,Martinez,MiddleRiver,Vict Intake,CVP Intake,CCFB_OldR
1958-12-02,212.54624938964844,210.0408477783203,647.5848999023438,210.66641235351562,436.6848449707031,2492.6689453125,273.4347839355469,15508.6318359375,335.4893798828125,336.8916015625,395.699462890625,367.86541748046875
1958-12-03,218.1029815673828,213.04469299316406,733.7576904296875,207.73899841308594,489.8952331542969,2777.259521484375,269.21917724609375,15430.623046875,334.8478088378906,335.9998474121094,378.059814453125,348.0319519042969
1958-12-04,233.3380584716797,220.01806640625,904.7316284179688,203.844482421875,611.6901245117188,3286.788330078125,266.34576416015625,15491.8994140625,335.1157531738281,335.8705139160156,364.6221923828125,330.8238525390625
1958-12-05,247.70457458496094,227.3748016357422,1026.9273681640625,200.83795166015625,723.5435791015625,3568.229736328125,261.618408203125,15843.6728515625,332.0482482910156,334.6875305175781,363.6956481933594,337.24658203125
1958-12-06,261.7379150390625,234.7362518310547,1129.2110595703125,199.3217315673828,824.44970703125,3786.934326171875,257.26910400390625,16448.09765625,323.1163024902344,328.0075988769531,371.29010009765625,339.1795349121094
1958-12-07,288.3208312988281,250.0631866455078,1311.462646484375,198.47666931152344,993.6870727539062,4271.732421875,252.1885223388672,17536.44921875,310.85107421875,316.2586364746094,369.8841247558594,318.6025390625
1958-12-08,350.09149169921875,286.1283264160156,1699.1878662109375,197.86614990234375,1341.2008056640625,5206.37451171875,247.38182067871094,18831.416015625,297.47442626953125,302.715576171875,352.992919921875,303.8854675292969
1958-12-09,387.676025390625,310.111328125,1883.2889404296875,198.41563415527344,1534.3994140625,5630.37646484375,243.51272583007812,19493.623046875,284.0367126464844,289.6654357910156,353.13702392578125,305.56195068359375
1958-12-10,401.157470703125,319.5675048828125,1930.0377197265625,199.75677490234375,1607.269287109375,5805.9814453125,240.71096801757812,20146.556640625,273.51019287109375,277.9291076660156,355.1274719238281,306.9366760253906
1958-12-11,430.4282531738281,340.2265930175781,2057.88671875,201.2644805908203,1747.63623046875,6140.5712890625,239.37158203125,20680.611328125,264.9921875,268.71527099609375,351.4580383300781,303.6561584472656
1958-12-12,525.961181640625,399.6340637207031,2512.416259765625,203.56517028808594,2178.060791015625,7039.740234375,238.74607849121094,20999.390625,256.9710693359375,260.3177795410156,337.4080810546875,299.0475769042969
1958-12-13,578.4691772460938,445.146240234375,2763.9384765625,207.4660186767578,2503.980712890625,7513.7822265625,239.52102661132812,20388.873046875,249.9437713623047,252.86497497558594,334.34259033203125,300.1935119628906
1958-12-14,551.2017211914062,437.9732360839844,2584.9755859375,211.9568634033203,2425.46484375,7288.70947265625,242.10781860351562,20009.294921875,244.89935302734375,247.21742248535156,346.9460144042969,311.8872375488281
1958-12-15,464.61773681640625,437.1528625488281,2274.18115234375,216.38792419433594,2287.84765625,6874.58544921875,246.70578002929688,19601.255859375,241.43862915039062,243.48812866210938,356.6409912109375,316.8082275390625
1958-12-16,416.7444763183594,475.29876708984375,2155.83251953125,221.32830810546875,2271.697509765625,6742.8408203125,252.49179077148438,19172.587890625,239.30345153808594,240.95281982421875,354.40924072265625,310.676513671875
1958-12-17,385.8853454589844,519.6488037109375,2075.31103515625,227.23985290527344,2288.833984375,6657.09912109375,259.1416320800781,18864.33203125,238.1563262939453,239.36090087890625,358.61724853515625,304.6898498535156
1958-12-18,390.87127685546875,594.4015502929688,2175.171630859375,235.2820587158203,2470.237060546875,6882.82275390625,267.24664306640625,18810.552734375,237.7669677734375,238.3274383544922,351.5589294433594,291.8166198730469
1958-12-19,404.5830078125,684.16455078125,2300.475341796875,247.40614318847656,2740.174072265625,7203.13671875,277.7240295410156,18894.693359375,237.34518432617188,237.6309814453125,348.672607421875,298.1789245605469
1958-12-20,425.0563659667969,759.8126831054688,2389.843505859375,263.97515869140625,2921.723876953125,7363.4765625,292.2077941894531,19541.234375,237.87747192382812,238.20091247558594,360.9427795410156,303.1845703125
1958-12-21,449.0769348144531,820.23681640625,2468.317626953125,283.74468994140625,3009.7109375,7538.5556640625,310.41827392578125,20287.30078125,240.42279052734375,240.19778442382812,367.07232666015625,318.0426025390625
1958-12-22,491.1120910644531,889.4080810546875,2634.196044921875,308.0034484863281,3079.928466796875,7855.6796875,336.1231689453125,20944.134765625,246.85694885253906,245.5567626953125,376.16058349609375,333.9984436035156
1958-12-23,546.33642578125,962.8869018554688,2867.291259765625,336.9106750488281,3217.63330078125,8272.462890625,367.3341369628906,21548.14453125,256.99932861328125,254.76014709472656,389.8988037109375,354.35736083984375
1958-12-24,591.0164794921875,983.5167846679688,3034.42138671875,367.5010681152344,3288.123046875,8529.2724609375,401.7296142578125,22053.205078125,269.45684814453125,266.54669189453125,412.4012451171875,379.7792663574219
1958-12-25,644.8302001953125,1035.50146484375,3287.7373046875,402.1893005371094,3488.0458984375,8955.068359375,443.3849792480469,22076.25390625,285.5997009277344,281.4038391113281,431.23529052734375,408.4879150390625
1958-12-26,693.6170654296875,1062.336669921875,3480.117431640625,434.7997131347656,3631.7646484375,9212.0849609375,486.8334655761719,22198.728515625,304.3694152832031,299.3177185058594,459.3997802734375,436.07537841796875
1958-12-27,674.45751953125,1069.23876953125,3415.29345703125,464.8461608886719,3657.64208984375,9146.28515625,531.4765625,21461.77734375,326.94482421875,322.0350646972656,487.822998046875,468.31817626953125
1958-12-28,630.2509155273438,1045.1378173828125,3177.1533203125,489.4954833984375,3461.135009765625,8722.4091796875,574.4467163085938,21485.734375,351.7539978027344,347.59869384765625,521.3175048828125,502.7999267578125
1958-12-29,559.6554565429688,994.9773559570312,2790.955810546875,505.5241394042969,3144.82275390625,8049.095703125,609.6334838867188,21554.279296875,372.8913879394531,369.61529541015625,547.83251953125,531.6238403320312
1958-12-30,531.9505004882812,1006.1644897460938,2641.52587890625,518.0808715820312,2974.5224609375,7820.2705078125,641.2227172851562,21170.6484375,393.3118896484375,390.12103271484375,568.4392700195312,556.167724609375
1958-12-31,495.1009826660156,1014.8031005859375,2520.80615234375,527.6693115234375,2859.830810546875,7681.36572265625,664.9444580078125,20793.54296875,412.7225036621094,409.97955322265625,587.9452514648438,578.4625854492188
1959-01-01,443.7420654296875,1006.6227416992188,2354.97119140625,534.4835205078125,2738.78857421875,7362.87548828125,684.5896606445312,20280.373046875,426.931396484375,424.0849914550781,600.2296752929688,593.518798828125
1959-01-02,383.84014892578125,926.0247802734375,2005.7213134765625,538.1466064453125,2598.160400390625,6511.67529296875,698.4468383789062,19412.439453125,437.76324462890625,434.3825378417969,602.8936157226562,598.0557250976562
1959-01-03,345.9530029296875,850.7145385742188,1650.1612548828125,538.0242309570312,2340.157958984375,5642.3046875,694.5247802734375,19103.35546875,448.31756591796875,443.36090087890625,602.7340698242188,602.3438720703125
1959-01-04,342.82080078125,851.1127319335938,1629.6982421875,536.8027954101562,2218.019775390625,5629.939453125,704.0729370117188,18858.990234375,458.4087219238281,454.1113586425781,609.7940673828125,614.947509765625
1959-01-05,435.01171875,923.61474609375,2304.90234375,535.6727905273438,2417.94775390625,7116.18310546875,715.4186401367188,19769.326171875,474.806884765625,468.39788818359375,625.726318359375,632.7387084960938
1959-01-06,364.5762939453125,839.0062255859375,1769.52880859375,535.1403198242188,2099.097412109375,5944.5009765625,706.8785400390625,18316.58984375,494.4331970214844,490.7073059082031,650.4797973632812,657.1719360351562
1959-01-07,332.5302734375,703.6353759765625,1256.8907470703125,534.153564453125,1731.3931884765625,4410.23486328125,703.1942138671875,18365.15625,515.4537963867188,513.4775390625,664.5850219726562,661.9506225585938
1959-01-08,329.2984619140625,670.0399780273438,1192.419189453125,530.4874877929688,1517.9925537109375,4200.10888671875,710.119873046875,17910.884765625,530.5438842773438,536.1097412109375,670.40087890625,664.9047241210938
1959-01-09,309.0751647949219,618.114013671875,1000.9578857421875,524.6493530273438,1328.5419921875,3645.885986328125,717.9758911132812,16381.064453125,545.584716796875,558.9495849609375,683.3717041015625,680.2094116210938
1959-01-10,282.2330322265625,541.7274780273438,720.8960571289062,519.8057250976562,1147.4437255859375,2597.1435546875,726.2833862304688,15080.2421875,572.7203369140625,600.78076171875,704.0980224609375,699.3087158203125
1959-01-11,274.1482849121094,499.7071838378906,602.4444580078125,514.0623779296875,978.0392456054688,2061.527099609375,732.8953857421875,14174.6591796875,600.7061157226562,642.1428833007812,725.6062622070312,719.7642822265625
1959-01-12,262.49945068359375,471.4513854980469,523.696533203125,504.5028076171875,866.1354370117188,1759.1904296875,738.076904296875,12256.0751953125,613.51708984375,657.61572265625,742.0032348632812,735.6957397460938
1959-01-13,247.16371154785156,437.4837341308594,431.42315673828125,499.7608642578125,779.7291870117188,1235.527099609375,744.987548828125,11351.7060546875,636.3208618164062,695.076416015625,761.0445556640625,750.535888671875
1959-01-14,239.75582885742188,417.80181884765625,387.603759765625,492.5690002441406,708.90966796875,1022.1509399414062,746.2737426757812,10297.86328125,642.8615112304688,699.6689453125,772.5419921875,762.7562255859375
1959-01-15,232.03512573242188,401.05377197265625,356.3785400390625,482.1624755859375,658.7674560546875,882.0015258789062,733.1961059570312,9857.234375,632.7548217773438,670.7769165039062,769.440185546875,756.8466186523438
1959-01-16,223.4954833984375,389.2396240234375,335.3647766113281,467.6167907714844,620.872314453125,827.4757080078125,709.4122314453125,9553.044921875,617.7324829101562,639.9832153320312,747.2627563476562,732.8154296875
1959-01-17,216.82272338867188,378.23712158203125,312.91815185546875,453.84246826171875,598.2793579101562,749.4595336914062,686.0000610351562,9597.90625,607.8497314453125,629.3736572265625,723.5735473632812,710.005859375
1959-01-18,211.65167236328125,365.9602966308594,292.3116760253906,439.7983093261719,573.8220825195312,661.1976928710938,659.355712890625,10016.58203125,596.5977172851562,616.5280151367188,702.9442749023438,687.220947265625
1959-01-19,209.38265991210938,359.40228271484375,289.0249328613281,424.7957458496094,527.9581909179688,682.7393798828125,629.0701293945312,10989.9248046875,583.5775756835938,600.185791015625,679.4644165039062,663.8515014648438
1959-01-20,208.867919921875,351.05621337890625,288.0343933105469,410.3252258300781,488.9745178222656,721.2717895507812,602.1930541992188,11503.58203125,571.92822265625,585.7891235351562,662.0697021484375,644.6317749023438
1959-01-21,209.24996948242188,343.5826110839844,289.36773681640625,396.7005615234375,441.2015686035156,800.0227661132812,576.7013549804688,11640.654296875,559.9745483398438,572.6976318359375,645.1009521484375,628.0101928710938
1959-01-22,208.29397583007812,333.44830322265625,287.1261291503906,385.295654296875,415.4916076660156,828.6347045898438,557.0108032226562,11634.9013671875,549.0289306640625,561.0875244140625,636.256103515625,616.5101318359375
1959-01-23,207.4538116455078,322.74798583984375,286.7086486816406,375.4939880371094,398.36749267578125,845.508056640625,540.4757690429688,11528.9580078125,539.7151489257812,551.0474853515625,627.9669189453125,607.0064086914062
1959-01-24,207.1580352783203,315.0146789550781,298.218017578125,365.4596252441406,378.80419921875,929.6419677734375,521.721435546875,10994.5615234375,530.5717163085938,540.9607543945312,616.7176513671875,594.2278442382812
1959-01-25,205.12857055664062,306.6205139160156,293.70391845703125,356.15118408203125,365.6887512207031,924.0322875976562,509.03314208984375,9953.0361328125,523.861328125,536.758056640625,608.708251953125,590.7684326171875
1959-01-26,201.53880310058594,294.2649841308594,264.5776062011719,351.7734375,364.03802490234375,723.0332641601562,508.44537353515625,9185.314453125,521.93798828125,540.736572265625,621.6679077148438,601.2901611328125
1959-01-27,200.06851196289062,287.2113342285156,256.3319396972656,347.5691223144531,352.01239013671875,658.1801147460938,501.2473449707031,8441.935546875,518.9608154296875,540.7933349609375,618.9358520507812,598.043212890625
1959-01-28,198.01612854003906,280.26690673828125,246.0930633544922,342.2408447265625,343.16351318359375,590.9330444335938,490.58941650390625,7702.1494140625,515.8449096679688,537.1857299804688,616.6193237304688,595.4256591796875
1959-01-29,196.00022888183594,275.14013671875,239.75674438476562,336.6401062011719,331.8645935058594,547.9686279296875,481.2035827636719,7710.09423828125,512.7651977539062,533.7108154296875,612.9276123046875,593.0718994140625
1959-01-30,194.16285705566406,269.1576232910156,236.30174255371094,329.43048095703125,325.5885925292969,512.0814819335938,464.0339050292969,7569.69677734375,503.94451904296875,520.7022705078125,600.9488525390625,584.6806640625
1959-01-31,191.6597137451172,263.80340576171875,230.69090270996094,321.99578857421875,319.47064208984375,470.17822265625,448.80133056640625,7663.83740234375,493.0918273925781,506.3939514160156,584.4264526367188,569.7144775390625
1959-02-01,189.1140899658203,259.7275390625,226.16049194335938,313.86151123046875,309.2438049316406,452.1277160644531,445.8277893066406,7580.05029296875,494.031982421875,511.59344482421875,569.3860473632812,555.8324584960938
1959-02-02,186.49267578125,255.49429321289062,211.81362915039062,306.18597412109375,301.51947021484375,361.85784912109375,444.3180847167969,6415.927734375,496.64837646484375,524.2418212890625,587.5543212890625,563.0955810546875
1959-02-03,185.55380249023438,250.29539489746094,205.04811096191406,299.73333740234375,292.56927490234375,302.623046875,441.41961669921875,6333.65185546875,495.3142395019531,532.7033081054688,598.5016479492188,563.1284790039062
1959-02-04,184.7804412841797,245.76080322265625,201.39691162109375,293.4621276855469,278.5633544921875,277.8647155761719,432.3973693847656,5845.85205078125,494.789306640625,530.1812133789062,603.3050537109375,572.6710205078125
1959-02-05,184.05543518066406,241.23301696777344,198.199462890625,288.0016174316406,270.3980712890625,256.77734375,427.89447021484375,4752.6513671875,494.7908020019531,534.4012451171875,619.0525512695312,581.6117553710938
1959-02-06,183.5259246826172,237.18008422851562,195.9720001220703,283.98651123046875,262.8730163574219,241.7708282470703,425.5144958496094,4265.02490234375,494.874755859375,536.4932250976562,625.4324951171875,588.5814819335938
1959-02-07,182.84970092773438,233.1936798095703,194.27574157714844,281.08636474609375,259.6655578613281,228.9376983642578,425.5606994628906,3472.9267578125,496.986328125,542.0169067382812,635.7142333984375,599.89697265625
1959-02-08,182.22012329101562,229.88418579101562,192.97592163085938,278.89453125,255.7819061279297,221.3047637939453,425.40740966796875,2890.766357421875,499.1936340332031,545.1422119140625,640.659423828125,604.8485107421875
1959-02-09,181.57057189941406,226.8677215576172,191.51565551757812,277.86883544921875,255.09815979003906,214.66476440429688,427.48052978515625,2334.6240234375,502.2396545410156,552.7841186523438,646.7572631835938,611.967529296875
1959-02-10,181.23345947265625,225.20533752441406,191.06495666503906,276.2693176269531,249.46975708007812,212.7075958251953,426.9596862792969,1964.3646240234375,506.0624694824219,553.0061645507812,644.5363159179688,610.5559692382812
1959-02-11,181.57904052734375,223.98834228515625,189.124267578125,275.76837158203125,251.799560546875,208.54893493652344,431.61920166015625,1660.948974609375,516.8944091796875,566.1876220703125,655.5719604492188,625.5565185546875
1959-02-12,183.863037109375,225.00733947753906,189.22323608398438,279.173095703125,257.47802734375,205.52621459960938,447.2044677734375,1497.3165283203125,538.3280029296875,595.9234008789062,682.0508422851562,651.7970581054688
1959-02-13,185.1625213623047,227.7698974609375,191.65040588378906,284.2366638183594,257.8595886230469,207.99510192871094,460.84136962890625,1540.45947265625,557.7886352539062,616.7492065429688,697.2994384765625,663.87841796875
1959-02-14,185.93630981445312,229.85186767578125,191.70982360839844,287.3632507324219,256.1462707519531,208.88717651367188,461.715576171875,1804.7213134765625,562.9859008789062,624.2075805664062,686.6701049804688,637.2313232421875
1959-02-15,186.2691650390625,231.3358154296875,191.0415496826172,285.7062683105469,253.89926147460938,207.84454345703125,449.2436218261719,2078.015625,570.8296508789062,623.0574951171875,665.784912109375,604.4526977539062
1959-02-16,187.62158203125,232.832275390625,191.99232482910156,277.90277099609375,240.81475830078125,211.4995574951172,430.3105773925781,2306.534423828125,579.6548461914062,598.154052734375,618.0286254882812,619.8573608398438
1959-02-17,188.15304565429688,233.93873596191406,192.2418670654297,283.46929931640625,257.8287353515625,206.14927673339844,469.8379821777344,2427.00390625,594.9948120117188,666.5930786132812,699.236328125,648.3976440429688
1959-02-18,190.123779296875,237.30880737304688,195.55136108398438,292.02880859375,262.1201171875,209.1079864501953,491.8320007324219,2716.270263671875,592.628173828125,680.257568359375,707.0554809570312,670.5516357421875
1959-02-19,193.53443908691406,242.09080505371094,198.35879516601562,300.3735656738281,264.2371520996094,212.61984252929688,497.54541015625,2727.552734375,598.8577880859375,679.9098510742188,719.981689453125,682.2666015625
1959-02-20,196.6224822998047,246.7655029296875,201.33963012695312,307.0387268066406,259.2244873046875,215.8546905517578,498.3266296386719,2751.68017578125,609.4512329101562,673.2989501953125,714.4432983398438,680.983642578125
1959-02-21,197.77102661132812,250.3882293701172,203.05841064453125,312.01531982421875,259.173095703125,219.16661071777344,510.6966247558594,2684.13232421875,623.8487548828125,686.7031860351562,725.9915771484375,691.5526123046875
1959-02-22,197.35243225097656,254.18080139160156,204.81546020507812,319.9939270019531,270.1867980957031,220.2572479248047,539.63720703125,2333.39306640625,644.8403930664062,731.63623046875,760.6610107421875,726.7113647460938
1959-02-23,196.95880126953125,258.4438781738281,207.3562774658203,328.2845458984375,276.2688903808594,223.25396728515625,565.43408203125,2231.907470703125,657.3097534179688,756.4785766601562,784.1549682617188,748.752197265625
1959-02-24,194.70021057128906,260.7008056640625,207.84169006347656,333.79217529296875,277.43511962890625,225.63397216796875,576.2161254882812,2176.119873046875,660.6006469726562,749.2880249023438,791.9531860351562,753.74609375
1959-02-25,192.54795837402344,261.9947204589844,206.1331329345703,337.2765808105469,279.1937561035156,225.55081176757812,578.975341796875,2013.23193359375,665.7020263671875,742.0946044921875,791.9925537109375,751.47216796875
1959-02-26,191.41151428222656,262.37432861328125,204.55189514160156,337.4652404785156,279.24945068359375,224.60549926757812,564.0419921875,2056.37109375,663.4450073242188,721.9006958007812,777.8546752929688,737.0069580078125
1959-02-27,189.0505828857422,261.0124206542969,202.77020263671875,332.9568176269531,278.91607666015625,223.40968322753906,539.7085571289062,2177.54296875,651.9530029296875,692.9209594726562,746.96337890625,709.7894897460938
1959-02-28,187.72125244140625,258.76177978515625,201.0540771484375,328.4184875488281,282.17462158203125,221.30470275878906,530.8950805664062,2490.833251953125,647.5250854492188,688.5060424804688,716.8795166015625,688.6382446289062
1959-03-01,188.80511474609375,257.69921875,200.6764678955078,325.4736328125,278.6265869140625,221.2178955078125,521.4813842773438,3253.610107421875,641.101318359375,678.7540893554688,694.8536376953125,667.574462890625
1959-03-02,192.0855712890625,256.9028625488281,203.32077026367188,320.78564453125,272.48040771484375,228.9639129638672,502.9191589355469,4273.591796875,635.378173828125,660.3115234375,668.21630859375,646.2785034179688
1959-03-03,194.90419006347656,256.1486511230469,205.68296813964844,316.80999755859375,268.10760498046875,237.59527587890625,503.6911926269531,5467.61376953125,629.0895385742188,658.5633544921875,661.4757690429688,635.3642578125
1959-03-04,197.3191680908203,255.7424774169922,211.9405975341797,312.0965881347656,259.8059387207031,268.3477478027344,493.4383544921875,6604.07275390625,620.8007202148438,648.050537109375,648.6968994140625,596.8753662109375
1959-03-05,198.84185791015625,254.5229034423828,220.3037109375,307.13751220703125,256.462158203125,312.51763916015625,487.99493408203125,7286.28857421875,613.2738647460938,639.7135620117188,597.7603759765625,564.933349609375
1959-03-06,199.88040161132812,252.83897399902344,237.1644744873047,302.0484924316406,253.8776397705078,384.97705078125,481.449951171875,7986.419921875,605.4744873046875,631.7506713867188,570.644287109375,552.08154296875
1959-03-07,200.18780517578125,250.83384704589844,249.09683227539062,297.8271484375,255.720703125,437.7981872558594,478.4767761230469,8321.2041015625,598.2005004882812,626.701416015625,561.7124633789062,546.247314453125
1959-03-08,199.96548461914062,248.8758544921875,252.46690368652344,295.3426208496094,260.1626281738281,469.1775817871094,477.580810546875,8336.2900390625,591.8262939453125,623.9298706054688,553.7412109375,543.6959838867188
1959-03-09,199.5872802734375,247.37387084960938,255.2142791748047,292.485107421875,262.7601318359375,510.9881896972656,472.4017333984375,8628.7099609375,584.825439453125,616.017578125,549.8247680664062,541.130126953125
1959-03-10,198.7715301513672,245.8744659423828,254.12147521972656,290.2578125,265.87872314453125,526.8883056640625,469.00054931640625,8767.5927734375,578.367431640625,611.2308959960938,546.38818359375,537.0748291015625
1959-03-11,198.3953094482422,244.7546844482422,263.43408203125,286.6934814453125,266.6094055175781,597.6312866210938,459.5540771484375,8994.1787109375,570.6115112304688,599.8011474609375,542.0217895507812,531.380126953125
1959-03-12,197.84878540039062,243.55616760253906,267.6506652832031,283.2727355957031,268.4972229003906,644.95263671875,454.6002197265625,9394.1298828125,564.6787109375,594.8969116210938,536.5640258789062,525.0621337890625
1959-03-13,196.91213989257812,242.17613220214844,273.26708984375,279.1629943847656,270.9483947753906,681.3555297851562,445.5276184082031,9710.8759765625,557.7921142578125,585.7556762695312,531.083251953125,519.2373657226562
1959-03-14,194.78631591796875,240.80288696289062,254.21778869628906,277.2385559082031,273.4972229003906,606.8713989257812,445.9375305175781,10107.3818359375,553.4077758789062,584.735107421875,527.2135009765625,515.7122192382812
1959-03-15,193.56178283691406,240.25535583496094,248.9604949951172,275.4516296386719,272.98382568359375,594.9991455078125,437.3269348144531,10571.609375,549.24951171875,577.9790649414062,524.5555419921875,511.4043884277344
1959-03-16,193.14523315429688,239.92630004882812,252.365234375,272.73486328125,269.67474365234375,628.4375,424.2083740234375,11231.0869140625,544.2540893554688,565.8347778320312,517.5811157226562,504.2911071777344
1959-03-17,193.0355682373047,239.66873168945312,259.1220397949219,269.4410095214844,266.0255432128906,698.371826171875,416.6127014160156,11702.271484375,537.3948364257812,557.1377563476562,509.1482238769531,497.96466064453125
1959-03-18,192.5148162841797,239.18080139160156,257.09613037109375,267.0841979980469,264.6163635253906,716.3922729492188,414.7312927246094,11566.400390625,530.92919921875,552.38134765625,505.35870361328125,493.98004150390625
1959-03-19,191.83982849121094,237.61062622070312,245.24647521972656,266.82342529296875,264.5652770996094,652.6845703125,419.3587951660156,11528.693359375,525.3787841796875,551.947265625,506.24359130859375,492.4176025390625
1959-03-20,192.75454711914062,236.9064483642578,263.6677551269531,265.7511291503906,261.83001708984375,773.2384033203125,413.2908630371094,12133.84765625,517.1516723632812,545.0025634765625,502.80029296875,490.7884521484375
1959-03-21,194.4921112060547,236.07009887695312,317.3758544921875,263.2964172363281,268.3408203125,1037.698974609375,407.19921875,12192.0341796875,511.4193420410156,534.1754760742188,496.7709045410156,483.30712890625
1959-03-22,196.23028564453125,234.15821838378906,355.8612060546875,261.85797119140625,278.5330810546875,1194.202880859375,408.1324462890625,11984.1494140625,505.14886474609375,531.8549194335938,497.7835693359375,483.270751953125
1959-03-23,197.9593963623047,232.39393615722656,385.819580078125,261.0252685546875,289.236083984375,1268.7950439453125,407.6283264160156,11574.9736328125,499.3260192871094,530.19287109375,499.9391174316406,484.4523620605469
1959-03-24,198.0350341796875,230.85267639160156,372.3483581542969,261.2409973144531,292.61590576171875,1206.745361328125,409.2239074707031,11981.15625,495.7969665527344,530.0521240234375,501.52435302734375,486.55584716796875
1959-03-25,198.63743591308594,229.92007446289062,387.2467956542969,261.7001037597656,297.27496337890625,1259.4410400390625,408.32330322265625,12759.173828125,492.64208984375,525.2985229492188,498.99053955078125,485.4963073730469
1959-03-26,200.66702270507812,229.34439086914062,430.1078186035156,260.925048828125,311.908447265625,1431.842041015625,405.72802734375,12703.369140625,489.71923828125,521.2416381835938,496.56610107421875,481.63861083984375
1959-03-27,200.7472381591797,229.1793670654297,424.5434875488281,260.9194030761719,314.2580871582031,1418.6937255859375,405.79827880859375,13161.0537109375,487.17266845703125,520.7589721679688,498.6585693359375,483.5272521972656
1959-03-28,203.3684539794922,230.0543212890625,478.6722717285156,260.12066650390625,333.11328125,1585.36767578125,399.8101501464844,13584.21484375,482.4399719238281,512.2581787109375,495.15069580078125,480.3587341308594
1959-03-29,205.08056640625,230.67678833007812,501.5915832519531,259.2045593261719,350.7900085449219,1663.24755859375,396.2261657714844,13717.9580078125,478.7108154296875,506.0501708984375,490.6648864746094,475.3796691894531
1959-03-30,207.34555053710938,231.21951293945312,533.79931640625,258.751953125,368.30902099609375,1751.97021484375,393.330810546875,13953.94140625,473.7115783691406,501.311279296875,484.95294189453125,473.29534912109375
1959-03-31,203.3309783935547,230.6854705810547,449.07647705078125,260.731201171875,345.09130859375,1491.6593017578125,406.1606140136719,13335.51953125,473.2779235839844,504.232666015625,490.32257080078125,479.46026611328125
1959-04-01,207.1798858642578,231.96035766601562,481.70135498046875,261.95172119140625,348.16741943359375,1627.3402099609375,402.8435974121094,13352.7734375,463.7400817871094,495.16339111328125,492.2958984375,481.87811279296875
1959-04-02,216.06332397460938,233.19024658203125,581.205322265625,262.70831298828125,378.84210205078125,1923.2830810546875,402.8595886230469,13364.3486328125,457.1947326660156,484.564697265625,507.9944763183594,477.34967041015625
1959-04-03,228.8486328125,234.8789520263672,689.8734130859375,263.9246520996094,427.3337707519531,2218.94091796875,409.0078430175781,13358.97265625,455.15576171875,480.5081481933594,515.017822265625,478.0018005371094
1959-04-04,236.7633056640625,234.75186157226562,698.7206420898438,266.90081787109375,443.19439697265625,2224.0986328125,421.32763671875,13227.5244140625,457.4460144042969,482.8927917480469,518.80712890625,483.2015686035156
1959-04-05,247.75718688964844,235.55931091308594,753.8740234375,270.1289978027344,472.87054443359375,2346.414306640625,431.7504577636719,13615.87890625,459.3423156738281,488.264404296875,517.7389526367188,478.68463134765625
1959-04-06,256.2224426269531,236.57920837402344,790.8839111328125,274.0169372558594,498.4648742675781,2476.927001953125,441.9847412109375,14023.9501953125,461.6870422363281,493.1230163574219,506.0099182128906,471.5918884277344
1959-04-07,268.90679931640625,238.77500915527344,869.843017578125,277.47332763671875,546.1561889648438,2700.600830078125,449.241455078125,14207.5419921875,462.0859680175781,496.58624267578125,494.8572692871094,468.2034606933594
1959-04-08,272.572509765625,240.23046875,863.9668579101562,282.0093688964844,558.0787353515625,2757.50927734375,456.9062805175781,14494.8466796875,464.8269958496094,498.12255859375,489.7554626464844,466.81854248046875
1959-04-09,280.6768798828125,242.6341552734375,914.1243896484375,286.066650390625,590.6763916015625,2909.111083984375,461.9435119628906,14840.103515625,464.8603210449219,499.31011962890625,486.4853210449219,466.7886047363281
1959-04-10,273.0523376464844,243.90867614746094,838.4069213867188,291.62457275390625,565.8914794921875,2741.16162109375,467.8941345214844,14965.8046875,468.3428039550781,499.5320739746094,484.9522399902344,467.065185546875
1959-04-11,269.35626220703125,245.39781188964844,806.4244384765625,297.34698486328125,551.9470825195312,2707.295654296875,472.681396484375,15634.1904296875,470.51513671875,500.09259033203125,485.2002258300781,467.3990173339844
1959-04-12,269.6417236328125,247.38345336914062,821.1442260742188,301.7319030761719,561.2610473632812,2783.7587890625,476.1521911621094,15884.373046875,470.33013916015625,500.7661437988281,483.1501159667969,467.8080139160156
1959-04-13,267.9767761230469,249.6070556640625,817.0599365234375,305.5914306640625,559.4296875,2810.087158203125,478.802978515625,15996.1875,469.9877624511719,501.1202392578125,482.513427734375,468.33441162109375
1959-04-14,265.50616455078125,251.4675750732422,811.2300415039062,309.4713134765625,558.097900390625,2818.3994140625,480.9410400390625,16174.490234375,469.48736572265625,501.3712158203125,483.032470703125,468.644287109375
1959-04-15,257.30694580078125,252.99911499023438,744.1804809570312,312.6141052246094,537.9913940429688,2699.896484375,484.87353515625,15882.15234375,466.6282958984375,502.8478698730469,483.0048522949219,468.2131652832031
1959-04-16,252.98873901367188,254.59796142578125,717.7667236328125,313.6044006347656,519.218994140625,2647.107666015625,487.0945129394531,15793.349609375,459.80206298828125,501.4601745605469,468.7633361816406,473.6694030761719
1959-04-17,254.67152404785156,256.1171875,739.407470703125,313.6031494140625,524.403564453125,2758.369873046875,483.55023193359375,15536.166015625,452.43115234375,493.91876220703125,473.6304626464844,481.3576354980469
1959-04-18,257.949462890625,257.9093322753906,766.7059326171875,313.73077392578125,528.5932006835938,2823.936279296875,478.8070983886719,15314.134765625,448.261962890625,483.5921630859375,480.0403747558594,486.45635986328125
